medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
8B1E8205534B40CD65A9CC73F8B72826,4357624BBB37F31939D7BB58F7935A8B,VTS,1,,2013-02-02 00:43:00,2013-02-02 00:53:00,1,600,2.41,-74.001144,40.746727,-74.007515,40.717587
E24B88FAD443CEFD071B87F0FF57370A,E943188415A3ECF6342C6CC6D1DA5C97,VTS,1,,2013-02-02 01:03:00,2013-02-02 01:08:00,4,300,1.16,-73.992233,40.734501,-74.005341,40.743343
0A79E272A73271505BA151ED0F9B9BB8,2B7297762354080A8D16B617A56D60D3,VTS,1,,2013-02-02 00:53:00,2013-02-02 01:03:00,1,600,1.82,-73.99781,40.763142,-73.99559,40.749851
65076E5DD0580BF0A68A5A8236F68322,4E9DA457D6EC727AC1B39349D2C3F50B,VTS,1,,2013-02-02 01:01:00,2013-02-02 01:07:00,1,360,2.63,-73.975906,40.78138,-73.97879,40.75436
027A9A35F6EEA3047B7DDF386E17CE27,ED7D81135978A1933D109A6434A7C563,VTS,1,,2013-02-02 00:28:00,2013-02-02 00:40:00,5,720,3.41,-73.994629,40.750366,-73.95742,40.773396
F9681D4F00B7881030CD244EFF313A77,1DA74FB53AA9AC71AFAD712106B9499E,VTS,1,,2013-02-02 00:11:00,2013-02-02 00:28:00,1,1020,1.47,-73.987526,40.720078,-74.008789,40.728981
4C7C3CC0647407A433EA713ECDC2F196,AD5C91F957DDF0627481C8DC4286DAF7,VTS,1,,2013-02-02 00:17:00,2013-02-02 00:37:00,1,1200,5.23,-73.999146,40.717419,-73.954819,40.777493
483E1823636571D425A74CA6B5FA7909,A8286CE34C7095E6F09BB7A4BA566F69,VTS,1,,2013-02-02 00:24:00,2013-02-02 00:36:00,1,720,5.02,-73.959274,40.769951,-73.982941,40.72422
DFEE873CDD1DA7F38CA42A35CF3C003B,8F94188915C508E7FB4FB33EBEC09701,VTS,1,,2013-02-02 21:29:00,2013-02-02 21:38:00,1,540,1.23,-73.978317,40.745602,-73.990486,40.73695
1E57606752205C91001194127EEB7194,03DE149EA413AF74AD107486E5439168,VTS,1,,2013-02-02 00:54:00,2013-02-02 01:05:00,1,660,2.40,-74.002106,40.717014,-74.005615,40.740997
F6D013C344B019F8DBE0FF12886BCAFA,F506888B7C8DAF902B053D17420992E7,VTS,1,,2013-02-02 00:23:00,2013-02-02 00:38:00,2,900,1.18,-73.986298,40.730602,-73.994995,40.727646
A92391D2BE7209AEB6B1F3628823CDBA,4EA23268DF286E533A277EDB6258A381,VTS,1,,2013-02-02 00:10:00,2013-02-02 00:13:00,1,180,.54,-73.991516,40.750042,-73.987221,40.751034
135D03AB9CFF93F1407ADEEB4F5BCA9E,A743BF591566388670D47E22B23096F6,VTS,1,,2013-02-02 00:38:00,2013-02-02 00:42:00,1,240,.56,-73.958153,40.710613,-73.989525,40.730106
69D21BD8B40640658F9D37024C10EAC9,34826DEF0A9E1B88DA0F39A930DAC968,VTS,1,,2013-02-01 23:53:00,2013-02-01 23:55:00,6,120,.47,-73.959167,40.718845,-73.954018,40.722706
4E9D9E4A00B97B55D8D8F2AA2B6949A6,25D8BD86F9553C04215BD366B1A94E3B,VTS,1,,2013-02-02 00:27:00,2013-02-02 00:48:00,2,1260,5.84,-73.981834,40.736507,-73.957497,40.765652
262D41351DEDE03A185C78CFB51022C0,14BA17C349C90A92FB962D35A8F6E55B,VTS,1,,2013-02-02 00:48:00,2013-02-02 00:52:00,5,240,1.01,-74.000992,40.736961,-73.997749,40.746265
911B6F71706854496582414BB897B597,7AF5F269887349812BBB2E258D57604C,VTS,1,,2013-02-01 23:52:00,2013-02-02 00:24:00,3,1920,13.17,-73.995468,40.724937,-73.914566,40.870346
1F9D9AFAA6230CCF52497022E6D081E7,74D6D3EC93FBB1B4D1F45341B1FF4A14,VTS,1,,2013-02-02 00:26:00,2013-02-02 00:35:00,5,540,1.72,-73.985306,40.742226,-74.00634,40.733101
A9BCDB5EC8DCB3FCE9249AF65120F375,CC6C0A21B2C7AA299B85C2B479B78287,VTS,1,,2013-02-02 00:13:00,2013-02-02 00:21:00,1,480,.64,-73.979858,40.726826,-73.987518,40.722687
3657597B15ABF2C5EF8F5B5E562C03B6,43EB8C08254E6CBBC37F92BD2C35593E,VTS,1,,2013-02-02 00:10:00,2013-02-02 00:25:00,1,900,5.00,-73.992577,40.724361,-73.949165,40.78548
AAC26FD8FF0C03D8D1CC093A39489BE2,9EA0503A8DCFE4431E08078069C5932E,VTS,1,,2013-02-01 23:55:00,2013-02-02 00:12:00,2,1020,4.94,-73.97966,40.765167,-73.918251,40.77364
F2BF46044FE9F2DA0C62CF21B3D84D34,3C5A6E7ED7F83A751CF77CAF4B61FEB4,VTS,1,,2013-02-02 00:47:00,2013-02-02 01:05:00,6,1080,1.19,-73.989922,40.725746,-73.998825,40.715714
44778A58ED157840CEADB2F0F5EBF907,81DA9E02488578440E7C4FC3B1BD8717,VTS,1,,2013-02-02 00:37:00,2013-02-02 00:38:00,1,60,.32,-73.985435,40.727463,-73.983635,40.729836
12061683078D39AF29E0BB6A37AF18F0,A079B0BCB4C22362662121F15614F212,VTS,1,,2013-02-02 01:08:00,2013-02-02 01:15:00,1,420,.22,-73.964478,40.760563,-73.984413,40.736137
30264208DA3E057DBF417EAD1F7BD7BA,06C1CD819D540B2B5873A09271A5AFE7,VTS,1,,2013-02-02 00:37:00,2013-02-02 00:44:00,5,420,1.27,-73.998528,40.719887,-73.98069,40.727188
1E2518C5129CB39312FBC7601C6D20ED,38CA5DC9EE1F1081A1BD259D242A8E86,VTS,1,,2013-02-02 00:38:00,2013-02-02 00:42:00,1,240,1.23,0,0,0,0
00E13C3F85356F17D26CABD9088E730D,22A6B2B7ECAFC8F135750CC50FAB1414,VTS,1,,2013-02-02 00:05:00,2013-02-02 00:21:00,6,960,4.72,-73.989883,40.767281,-73.946922,40.765018
FC805E84C89D029E259908329C0487DA,C10314E55D7438556835BB27902A3D33,VTS,1,,2013-02-02 00:40:00,2013-02-02 00:42:00,5,120,.41,-73.992081,40.725266,-73.988647,40.731285
6389931905797095C81CABD353D58827,A36B815A9E30E66CF891D5A73C6B6D80,VTS,1,,2013-02-02 00:36:00,2013-02-02 00:42:00,1,360,.71,-74.009506,40.738102,-74.007561,40.743004
DDC1AE28890B301D015A319435E52E58,1DFA1F8BF6A4AC1AF05712519A01D142,VTS,1,,2013-02-02 00:40:00,2013-02-02 01:00:00,1,1200,2.32,-74.013405,40.716614,-73.988266,40.720184
37D51EE37E2DAE1C254C65DBB16F31E7,8E80A447092369FA637F76613A62E558,VTS,1,,2013-02-02 00:37:00,2013-02-02 00:42:00,1,300,.85,0,0,0,0
315A16166A8B91C25B519E48B206181D,7503E54DD0D2FCF5CF5892C8961829D3,VTS,1,,2013-02-02 00:34:00,2013-02-02 00:46:00,1,720,4.63,-74.006744,40.716457,-73.981087,40.773449
913B5DB45C590E837F3A7F2C0F0DA412,34DD5B2B13825453202CDD04A6111D77,VTS,1,,2013-02-02 00:57:00,2013-02-02 01:00:00,2,180,.61,-73.987488,40.750401,-73.986511,40.753937
BBD9036AF1EDDC63EC9BAC03381F0199,88E6E03FDA0934EE7547CE282982F7FC,VTS,1,,2013-02-02 01:54:00,2013-02-02 02:04:00,1,600,2.22,-74.006454,40.739395,-73.987511,40.76376
78303FC5414D9061274F6DB06EC81689,C8D781DA7AF74F6F4D3406B904CAC483,VTS,1,,2013-02-02 00:20:00,2013-02-02 00:47:00,2,1620,17.41,-73.788132,40.647499,-73.958839,40.691605
14FBE82D9A3D1F783117D698E2A7A942,97B298309A9609198E345D186E2E16B4,VTS,1,,2013-02-02 01:54:00,2013-02-02 02:04:00,1,600,.26,-73.983452,40.693844,-73.98587,40.722797
DE4952D04246E55D7660B1A262F77DE7,AFDE7E85975AD0F0F4774E4897B8A124,VTS,1,,2013-02-02 00:28:00,2013-02-02 00:47:00,2,1140,4.62,-73.956482,40.783939,-73.985794,40.742428
94398E7E22CA3AFC038E7310A53D98C5,AEE903644E3A3689E3E01791F29BC42A,VTS,1,,2013-02-02 00:48:00,2013-02-02 01:01:00,6,780,7.94,-73.944702,40.719711,-73.983864,40.6567
1A5C9F559781400051AC2338352FA2DA,F3E6CF69718E9AF3546E6E4250FA1CBB,VTS,1,,2013-02-02 00:16:00,2013-02-02 00:22:00,5,360,1.17,-73.944534,40.787746,-73.961143,40.765003
C3CB2045128C7DE336B24BE64FCC9B05,508C7FAE1524C60B1255272E214DE01C,VTS,1,,2013-02-02 01:56:00,2013-02-02 02:06:00,1,600,3.75,-73.985733,40.735119,-73.945099,40.752659
9A9E3186F67BC9F491AC8BB20D6CA387,9E14FFD8C4FDEC48F4CB0CF1BF914D5B,VTS,1,,2013-02-02 00:40:00,2013-02-02 00:47:00,1,420,1.14,-73.992226,40.734531,-74.00769,40.731834
07E26E11432B8E54F5C40CC091CECC31,2C4349D6A00C5CC6AF434CE5605893BE,VTS,1,,2013-02-02 00:53:00,2013-02-02 01:00:00,1,420,2.35,-73.955864,40.772324,-73.9776,40.744606
13E15DF36523C790FA899D69BF3AA81A,2CF4E3C78D183B165E11A9B1FD1E6893,VTS,1,,2013-02-02 00:30:00,2013-02-02 00:42:00,1,720,3.78,0,0,0,0
0D38714D9E3C8F7DA801915B8C614EF3,83FE0DB92E00DB0E65E3B7463D595A5A,VTS,1,,2013-02-02 00:30:00,2013-02-02 00:45:00,1,900,4.20,-73.955719,40.779167,-73.991974,40.725971
491828853E3F1FC36DAAE14C6EC0F50C,7192A0B01C714B2B9CF4891CF862428B,VTS,1,,2013-02-02 00:35:00,2013-02-02 00:42:00,1,420,1.04,-73.99884,40.728153,-73.984612,40.724216
23741401A758FA92491AA753522F269E,DE55EF1ECD21286D0DAF039E9675376E,VTS,1,,2013-02-01 23:08:00,2013-02-01 23:24:00,2,960,3.83,-73.98317,40.771755,-74.00544,40.725636
65076E5DD0580BF0A68A5A8236F68322,4E9DA457D6EC727AC1B39349D2C3F50B,VTS,1,,2013-02-01 23:23:00,2013-02-01 23:33:00,1,600,1.15,-73.98616,40.726334,-73.999969,40.73473
F0581E1A2A56A5917506660C8FFA7878,2B1C16B0BECE185907E212FAB5759FBC,VTS,1,,2013-02-02 00:57:00,2013-02-02 01:01:00,6,240,.70,-73.985893,40.754459,-73.995773,40.759212
3AD6E3E7183533095E90A48647018CE6,283F9EB11F17553BFFC21A31A1997450,VTS,1,,2013-02-02 01:36:00,2013-02-02 01:40:00,2,240,.99,-73.986786,40.739574,-73.979111,40.749878
199B544C7555CE744B298EF3B7D1F51E,B66F6771C03878465F052B425006D43F,VTS,1,,2013-02-02 00:35:00,2013-02-02 00:51:00,1,960,3.53,-74.003349,40.720509,-73.997581,40.683613
357D8F7FFACB5A5547BA6F2F4F29A1D9,3532FEF22215801980B0E02F02D45EB3,VTS,1,,2013-02-01 23:59:00,2013-02-02 00:12:00,4,780,3.07,-73.983963,40.759918,-73.948067,40.77206
A078D06EEA733CA167A8B64AA798D798,621C552C35F2D9498F7A9DE3166FCF69,VTS,1,,2013-02-01 23:50:00,2013-02-02 00:10:00,4,1200,6.10,-73.998299,40.745621,-73.92662,40.765808
000318C2E3E6381580E5C99910A60668,7EAD01D87E93BA1E5973EBC5ECA07689,VTS,1,,2013-02-02 22:52:00,2013-02-02 22:56:00,5,240,.81,0,0,0,0
D7C699A3DC7546627155502A3B77FEB2,79632A1D41E08A0692E3CC3CDBA51442,VTS,1,,2013-02-02 00:16:00,2013-02-02 00:32:00,1,960,3.36,-73.965858,40.76128,-73.916862,40.764332
5FF9BDEA1A1F819863EAA981D86966C2,8B9B855666A59B0801538A25D2B1D8F2,VTS,1,,2013-02-02 00:38:00,2013-02-02 00:43:00,6,300,.68,-73.984787,40.745972,-73.97802,40.742355
8921BE7FE9A5827A9D50DA2F7907C400,19B3F3F825E4C1DE13B9D5C0628F5001,VTS,1,,2013-02-02 00:22:00,2013-02-02 00:45:00,6,1380,2.47,-73.984711,40.739647,-74.00869,40.724319
B5CB39197E4229E6DA9AE90689BFAFAA,2EDBDB21CAF8826DA8112FA11D33AF0A,VTS,1,,2013-02-02 01:56:00,2013-02-02 02:06:00,1,600,3.04,-74.001671,40.727711,-73.991234,40.696774
6A4EB13F46065C70362E088C1E3D233E,1D551D65A4E0B186C83FCCCDA9108029,VTS,1,,2013-02-02 01:07:00,2013-02-02 01:22:00,1,900,2.73,0,0,0,0
43057FB083859B36F315957709DC6107,618D8AA7B1C19AD6746A207F534A9E6B,VTS,1,,2013-02-02 00:06:00,2013-02-02 00:27:00,1,1260,1.88,-74.008301,40.736286,-73.987488,40.721832
0CEBE42EAF42C338052FAE8D61612C58,CC7A4176549BA819E07D4A0463F87D2E,VTS,1,,2013-02-02 00:43:00,2013-02-02 00:49:00,3,360,1.26,-73.986191,40.740051,-73.976334,40.751431
87C83B8B29E4415F6B43785A29C06A15,EBF0D935CE57D4DC87516DF395637770,VTS,1,,2013-02-02 01:56:00,2013-02-02 02:03:00,1,420,.76,-73.988739,40.727566,-74.000557,40.72998
00BD5D1AD3A96C997E49E0453A6C5DF1,8CF41389E9CAD486F39E58C6EF7FCF92,VTS,1,,2013-02-02 00:37:00,2013-02-02 00:44:00,1,420,1.51,-73.986656,40.740185,-74.000999,40.728176
E438441E8EEDB4CA6FDF7D6639DB1672,9E7EDFA25AB768BCB07CF59F27DC524A,VTS,1,,2013-02-01 23:56:00,2013-02-02 00:15:00,1,1140,3.67,-73.948166,40.773762,-73.990173,40.751179
9AF97252D709D1F2F67C806348FED737,DE32C1A82C35A688CF0B89B4552F40A7,VTS,1,,2013-02-02 02:02:00,2013-02-02 02:06:00,1,240,1.11,-73.963097,40.772598,-73.948952,40.773392
ADA3629402BBD4633C28221F9D241444,23A1E6B3FF2D8030986BEE0D195E51D8,VTS,1,,2013-02-02 00:08:00,2013-02-02 00:19:00,1,660,1.73,-73.9972,40.722298,-74.00502,40.740864
5314D17CCFB6C27713FA1231AD3459F2,4DDDB301E37CF29FE0C9C2CF03F2F319,VTS,1,,2013-02-02 00:03:00,2013-02-02 00:22:00,1,1140,3.57,-73.987892,40.724129,-73.95295,40.697029
8C2224F05A146222EECBD015CC731851,4FA5C0DA78285088E08D489FE73A2F42,VTS,1,,2013-02-02 00:09:00,2013-02-02 00:11:00,1,120,.69,-73.948868,40.711086,-73.937889,40.712662
1A6C96C943057A7348818AC20B8D8A36,619CE92DCCF413CE7655D23C529A18DA,VTS,1,,2013-02-02 00:03:00,2013-02-02 00:08:00,2,300,.65,-73.999786,40.732853,-73.991875,40.733646
2DD922C87A37C3A35F9C6C5EFE1E51C5,D9D5A5AFC87D2F59740D504100C2B81A,VTS,5,,2013-02-02 02:04:00,2013-02-02 02:05:00,1,60,.00,0,0,0,0
F260CA356DD2F4F2C81F2E12F20CE5DC,4A843B94B121E1A6DA11DAB828BE9A9F,VTS,1,,2013-02-02 00:04:00,2013-02-02 00:16:00,1,720,3.44,-73.967705,40.76297,-73.92688,40.762688
474DFB64CE6ED26BB41011B06D35E77D,D9056100586C4AF62F78C776043C6B98,VTS,1,,2013-02-02 02:01:00,2013-02-02 02:09:00,2,480,1.24,-73.985657,40.719193,-73.999352,40.713711
FA7C898E583A26D4DE294604DC8AA42B,2B32A3B1F439C621150208BF31D21C7B,VTS,1,,2013-02-02 00:05:00,2013-02-02 00:14:00,1,540,2.23,-73.995956,40.764816,-73.963272,40.762558
62D10164BC039CC14226C7896252BFC9,CE020AFD51423E5EA460EB15E1252C22,VTS,1,,2013-02-01 23:51:00,2013-02-02 00:07:00,5,960,8.98,-73.870972,40.773682,-73.960236,40.690372
1DFC3445A6990A629C2F80FC902B812F,0A4C02DA346C5EC6E1317D68FDD6F566,VTS,1,,2013-02-02 00:09:00,2013-02-02 00:10:00,1,60,.01,-73.985069,40.723946,-73.985085,40.723949
8C78581373B43912B1D8E5F7152E9454,C80C6FF0C0094FC9A455CCDE33ADAC5D,VTS,1,,2013-02-01 23:58:00,2013-02-02 00:13:00,1,900,1.84,-73.986801,40.719532,-74.00267,40.733681
90666ADD2A1A29EF574FE51A6D903097,71965EAE6FD9B391841BE249B60E12F7,VTS,1,,2013-02-02 02:04:00,2013-02-02 02:09:00,5,300,.73,-73.993797,40.727364,-73.994148,40.721161
BB461145D8DD73DFD5C71F03DA698D83,315D342A55586593B3FBE9740F5ECFF5,VTS,1,,2013-02-02 00:05:00,2013-02-02 00:13:00,2,480,1.44,-74.000092,40.730541,-73.994331,40.746185
1BAAF73C51D8FB7A324BD70A010184D0,A432753283A8A794B86020D687756B27,VTS,1,,2013-02-02 01:43:00,2013-02-02 01:49:00,1,360,1.49,-73.99369,40.727299,-73.992989,40.742531
82E0B6235FC3416F885BF6BE1B661411,69AC2D37BA6DA704F3822C4B8D63709D,VTS,1,,2013-02-01 23:33:00,2013-02-01 23:46:00,1,780,3.82,-73.989418,40.741508,-73.978401,40.783176
AE70A4ABB700D2CDE5640872CE074177,54330D9F9EBF1B3EFD91D519D23A219C,VTS,1,,2013-02-01 23:52:00,2013-02-02 00:13:00,1,1260,6.04,-73.950584,40.761398,-73.989227,40.733311
CFE357B8B336C872C4E564320CDF2EC8,19BF943C688686060348A3BEF7A6EE26,VTS,1,,2013-02-02 01:51:00,2013-02-02 01:59:00,1,480,2.51,-74.004311,40.721172,-73.994484,40.752625
9E001B1E0A0BE88D4FA5D595390039DA,A944E9332DD2C70D2A840DD6EE6A084D,VTS,1,,2013-02-02 00:01:00,2013-02-02 00:14:00,1,780,4.24,-73.97049,40.752762,-73.97049,40.752762
303E3DE4DEBD8B0D4DBD0FBAF4512372,4FF22CCD54783B0CFD2D13228210C4F0,VTS,1,,2013-02-01 23:47:00,2013-02-01 23:57:00,1,600,1.83,-74.004524,40.724007,-73.983475,40.730064
42F3B79B88D7785CC10FC4462BEB1939,E0573F60F05F9B5434FF297F1B6A1680,VTS,1,,2013-02-01 23:48:00,2013-02-02 00:15:00,1,1620,11.51,-73.874466,40.774014,-73.992722,40.768597
57D53493E189E15442CB027CF94BB05D,A9F5594586F7C2B53AE245F97356CD5D,VTS,1,,2013-02-02 00:01:00,2013-02-02 00:13:00,1,720,5.07,-74.006615,40.708267,-73.972237,40.749836
120E700FE35B2DDBEA4D64CCCF02C808,2B92697B20530E8549D205D274530449,VTS,1,,2013-02-02 00:15:00,2013-02-02 00:21:00,1,360,1.55,-73.959602,40.770981,-73.969116,40.785233
B8C5E185F13961324396AB8F13C1BF19,CDD4BA47AF2E75B4DDF56B8615C2C9E8,VTS,1,,2013-02-01 23:35:00,2013-02-01 23:47:00,1,720,5.34,0,0,0,0
82BA7115B2866F14CC4364621C71D050,826F4C92D08DAEABB5A02E79F7E9CBD8,VTS,1,,2013-02-02 01:52:00,2013-02-02 02:07:00,1,900,4.95,-73.977676,40.76432,-73.923477,40.770287
0F4A6D743CD63B2BAB52B24332654F27,4D66476E63755345015A0435607E0472,VTS,1,,2013-02-01 23:38:00,2013-02-01 23:49:00,4,660,2.81,-73.988869,40.693703,-73.990265,40.717949
19DC488A58D3D50F29E9B3719F1AF3DE,79F7EDAF2BD484C9D947F1ADE959AAD3,VTS,1,,2013-02-01 23:53:00,2013-02-02 00:04:00,1,660,1.74,-73.982208,40.773384,-73.995049,40.752766
2C2E087DC43A9B8A33D4AFDAD41C6526,76F6B398A1EBC1110779AF420461DE03,VTS,1,,2013-02-01 23:57:00,2013-02-02 00:02:00,1,300,.99,-73.994278,40.746052,-74.002159,40.734634
588B9D6CE34BDF9E4E2536263E528B47,9513EDFBB4052C6E947A11380B8D83E3,VTS,2,,2013-02-01 23:20:00,2013-02-01 23:53:00,1,1980,20.09,-73.790329,40.646671,-73.968605,40.798805
D0E11AB0F51BFD9FF4053F8A585D1A89,699E4C8D1E23F1AFDE937A55D906B715,VTS,1,,2013-02-02 00:07:00,2013-02-02 00:15:00,3,480,1.29,-74.00853,40.73811,-73.998528,40.730576
E271AF48C1690C83D368A17156D21BC1,5DB792CB78F1D2C2F96DFCA6574CB5F0,VTS,1,,2013-02-02 00:08:00,2013-02-02 00:14:00,1,360,1.25,-73.988319,40.748905,-73.986656,40.739708
9511C3CF90020C2E9F2991A2C51A5EEC,403109104ADA5DF214D0607318A3EBA2,VTS,1,,2013-02-02 00:04:00,2013-02-02 00:09:00,6,300,.44,-74.003075,40.734501,-74.00544,40.739811
C248CA2641562FCC7E0A089DEEAE3F63,1D2A6DA4E9246AE77A16B734F75FF700,VTS,1,,2013-02-02 01:16:00,2013-02-02 01:22:00,1,360,1.66,-73.988274,40.734516,-73.979935,40.734882
71A788D349C8206115457A1574A006A2,5CBC54D8741AC9A90F18DE2E886561F5,VTS,5,,2013-02-02 00:50:00,2013-02-02 00:50:00,1,0,.00,0,0,0,0
72EA6AD81FCBCEC8BF840DEB9325E641,CAD3B9D9A79D9BB016EF1DFBB47C8771,VTS,1,,2013-02-02 00:01:00,2013-02-02 00:13:00,1,720,1.53,-73.994514,40.726147,-74.006416,40.739338
E326F48C0BD31891D29C4A066E580EA0,498452F6B84AB88981D8BE43E0E0E6CA,VTS,1,,2013-02-01 23:59:00,2013-02-02 00:25:00,1,1560,2.59,-73.933495,40.751831,-73.93528,40.75172
0911B74DB5934296945FE5C7BD9772BF,E991BA2F4D3849B67547323676334340,VTS,1,,2013-02-01 23:41:00,2013-02-01 23:51:00,1,600,1.62,-73.997032,40.717808,-73.974983,40.735153
C5140F6132BF157F7148A1FBDA2D47CE,81548BA0498D35F053C191064CA2391F,VTS,1,,2013-02-02 00:04:00,2013-02-02 00:09:00,1,300,1.57,-73.971024,40.758347,-73.957771,40.773315
2B09998D578ECE19E15EA6C9FE5AEF16,84753CEB2896A07FC692A98ADB6796C0,VTS,1,,2013-02-02 00:10:00,2013-02-02 00:20:00,2,600,1.19,-73.983353,40.726803,-73.998825,40.734066
35A0B1C8D1F0BBD0C8D6B6CF0340FC07,607CABA9DD67DB7E7A15FD869912A03D,VTS,1,,2013-02-02 00:05:00,2013-02-02 00:09:00,1,240,.95,-73.97438,40.791023,-73.967415,40.798145
B83044D63E9421B76011917CE280C137,8125587C6E782164D89DAE7AA13DD75A,VTS,1,,2013-02-02 00:06:00,2013-02-02 00:14:00,1,480,2.99,-73.948982,40.796955,-73.965256,40.763504
0DB4BD0F6A4A3664C16573C16E3D3515,BDA31FBA293C7F1DCCDF6AC9A6BFA3AC,VTS,1,,2013-02-01 23:33:00,2013-02-01 23:47:00,1,840,2.23,-73.988129,40.756638,-74.001122,40.729202
75E73D615739AA47722DE769737CE0B6,2415D914C0E6A8C537F09DF9DA51CC71,VTS,1,,2013-02-01 23:08:00,2013-02-01 23:12:00,1,240,.55,-74.013054,40.716347,-74.005814,40.714779
141CCCA01C3B1D4C46AF4800AE395D03,A0063CC3BE2A2ED6BCA19CA4E1D4195D,VTS,1,,2013-02-01 22:57:00,2013-02-01 23:07:00,1,600,2.22,-74.007965,40.740402,-73.978401,40.782906
7427BAE1A60058317E014F825C8604D7,63613EADF4B6FF3FAA85E32323D97795,VTS,1,,2013-02-01 22:41:00,2013-02-01 23:16:00,5,2100,6.76,-73.98967,40.665024,-74.009972,40.735107
E596078F0AF37EDFF5F22EA77AA4021F,5A6F0D573D6BBCD4F287C51045A3E98B,VTS,1,,2013-02-02 00:23:00,2013-02-02 00:26:00,6,180,.82,-73.997124,40.736977,-73.991096,40.745331
40C58619FCA4B6298338F0D9EFB252ED,AF86BA0B04B68E3CFA055CCB67E0F12A,VTS,1,,2013-02-02 01:32:00,2013-02-02 01:37:00,1,300,1.00,-74.002144,40.734631,-73.992699,40.742847
E8D71F1151199586EBCE1BAF1FA6DA31,037600A50DA831FD3284A2DE6886743E,VTS,1,,2013-02-02 00:27:00,2013-02-02 00:33:00,1,360,1.17,-73.968605,40.754944,-73.984871,40.760674
39114A4514A8995C63B025B91BD56D26,DB401BA68229B190AF0F2588D3A987E2,VTS,1,,2013-02-01 23:12:00,2013-02-01 23:13:00,2,60,.53,-74.013275,40.716476,-74.014572,40.710739
26D3578CB98F9F68EFCE649A2E2293E0,68723BC60F5EC8256FF092CA977A3D94,VTS,1,,2013-02-01 22:57:00,2013-02-01 23:12:00,1,900,3.51,-73.992325,40.72913,-73.961189,40.768703
F9F739CDFADFB72EF5AB5FC7FBEEA027,BC76B34FA77F0FA0B931827A847815AC,VTS,1,,2013-02-02 01:09:00,2013-02-02 01:18:00,6,540,2.58,-74.000488,40.738941,-74.010384,40.7094
98C1BBAD5CAA169896BBCA5D98A5358F,107F6FA670D90C3F7CCCDB18283D1385,VTS,1,,2013-02-02 01:22:00,2013-02-02 01:44:00,3,1320,7.43,-73.969582,40.757912,-73.93644,40.840439
44A0060F796C417C171C0364B42236E6,E288D2510260DDF2AF37DE4A2A2EB3A6,VTS,1,,2013-02-01 23:37:00,2013-02-01 23:52:00,3,900,3.43,-73.986862,40.729717,-74.016785,40.705379
F818A29F9E59D6256DDD6CD4C4FBE841,BB2FCD32CBD9612F8EBEE3BF38BE5787,VTS,1,,2013-02-02 01:21:00,2013-02-02 01:36:00,1,900,1.82,-73.987823,40.744034,-73.990662,40.723438
55D2EE917A8B09124C74008264C09A53,D6CAC68B91A32F493FD915329C5951F3,VTS,1,,2013-02-02 01:06:00,2013-02-02 01:34:00,5,1680,8.31,-73.989594,40.669235,-73.95639,40.775536
E43197E5FA39815A98C11775F938A846,E48716413A2ABBE0355D266C8F619BC7,VTS,1,,2013-02-02 01:11:00,2013-02-02 01:16:00,3,300,1.07,-73.988716,40.734741,-73.984283,40.743111
C67E4F9B7A376BBC3228DE494BF000B6,D22D4DB5DE0000694720180768680BC9,VTS,1,,2013-02-02 01:53:00,2013-02-02 02:08:00,3,900,5.56,-73.982758,40.735287,-74.015945,40.716217
785B2F9BEE7ED71B8E8AD3B682CFCDE5,7C9C723A3D66410E73300D332CC73D77,VTS,1,,2013-02-02 01:50:00,2013-02-02 01:52:00,4,120,.47,-73.961868,40.770935,-73.963783,40.773876
5BAA40F73352E3A1CB648ACDC5445D05,BF49DD3BB1B4AD7D7422FC42D025C9E1,VTS,1,,2013-02-02 01:17:00,2013-02-02 01:34:00,2,1020,3.35,-73.975746,40.760632,-73.981606,40.724537
F3C1838DEEEC604BEF83435252E88AD1,8CBCC08CDF5CD950AB1783B2B6BFC5F3,VTS,1,,2013-02-01 23:04:00,2013-02-01 23:14:00,1,600,.32,-73.95491,40.800201,-73.974472,40.761532
B6A3DB90EE180F215C9979D1597C01B4,66C2CECD93E395CB9B875E9B382DB5D9,VTS,1,,2013-02-02 01:23:00,2013-02-02 01:30:00,1,420,2.02,-73.951355,40.782711,-73.940445,40.805767
2FDB9B683A5925293DEF01C2AE32F9BF,E2A309E097EF5044639F2231B44726EB,VTS,1,,2013-02-01 23:04:00,2013-02-01 23:12:00,1,480,1.62,-73.968117,40.755394,-73.984474,40.739468
45022E18C8BCDC436AF4881405147242,3481A161C5790DB735060F1C0938203B,VTS,1,,2013-02-02 01:05:00,2013-02-02 01:36:00,1,1860,9.69,-73.996407,40.690746,-73.972748,40.796803
18C8CCF6A6BB83A7543CCA0D5BC971DA,0679F57678ADC0B13846DEA60AA3A6A4,VTS,1,,2013-02-02 01:27:00,2013-02-02 01:38:00,1,660,3.90,-73.99305,40.752796,-73.953514,40.779491
E9267C4199D5BD34D2F5BA8D92D6F4BC,CABE6A2E3F70D3387E013A9E0924790E,VTS,1,,2013-02-02 01:28:00,2013-02-02 01:39:00,1,660,2.66,-73.989639,40.720318,-73.974121,40.750992
